PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, IGS08
4-character ID, AC09
Station name, KayakIsl__AK2007
Begin Date, 2007-08-26
End Date, 2017-03-20
Release Date, 2017-03-22
Source file, AC09.pbo.igs08.pos
Offset from source file, 74.95 mm North, -84.06 mm East, 5.05 mm Vertical
Reference position, 59.8684791497 North Latitude, -144.5238475695 East Longitude, 368.88533 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2015-09-29,135.53, -244.63, 26.04, 2.06, 1.48, 6.22, suppf,
2015-09-30,133.84, -243.48, 30.50, 1.76, 1.26, 5.24, suppf,
2015-10-01,135.30, -242.52, 21.68, 1.42, 1.03, 4.21, suppf,
2015-10-02,135.69, -243.59, 19.06, 1.55, 1.09, 4.63, suppf,
2015-10-03,137.49, -243.48, 18.87, 1.72, 1.22, 5.01, suppf,
2015-10-04,135.52, -243.09, 20.11, 1.47, 1.04, 4.22, suppf,
2015-10-05,136.11, -242.57, 22.49, 1.42, 1.02, 4.22, suppf,
2015-10-06,135.97, -243.14, 21.90, 1.5, 1.06, 4.46, suppf,
2015-10-07,136.57, -244.14, 22.94, 2.03, 1.49, 6.01, suppf,
2015-10-08,136.18, -246.12, 30.68, 1.85, 1.25, 5.28, suppf,
2015-10-09,134.79, -243.04, 29.98, 1.8, 1.29, 5.38, suppf,
2015-10-10,135.39, -245.35, 31.87, 1.62, 1.17, 4.87, suppf,
2015-10-11,137.25, -245.54, 31.67, 1.66, 1.19, 4.99, suppf,
2015-10-12,135.44, -243.73, 29.90, 1.62, 1.15, 4.77, suppf,
2015-10-13,135.68, -244.81, 29.53, 1.49, 1.08, 4.5, suppf,
2015-10-14,137.61, -244.33, 21.45, 1.73, 1.2, 5.12, suppf,
2015-10-15,138.27, -243.42, 21.55, 1.53, 1.08, 4.56, suppf,
2015-10-16,136.77, -245.18, 27.89, 1.71, 1.21, 5.14, suppf,
2015-10-17,137.83, -246.72, 28.80, 1.7, 1.19, 5.04, suppf,
2015-10-18,137.96, -247.78, 29.01, 1.75, 1.21, 5.15, suppf,
2015-10-19,138.11, -244.60, 23.23, 1.64, 1.14, 4.86, suppf,
2015-10-20,140.36, -248.27, 27.61, 1.61, 1.15, 4.9, suppf,
2015-10-21,137.12, -245.84, 27.64, 1.69, 1.18, 5.02, suppf,
2015-10-22,136.14, -244.21, 25.36, 1.38, 0.97, 4.1, suppf,
2015-10-23,138.18, -244.31, 22.39, 1.62, 1.13, 4.81, suppf,
2015-10-24,138.56, -246.63, 25.25, 1.5, 1.04, 4.43, suppf,
2015-10-25,137.88, -244.51, 23.24, 1.53, 1.1, 4.64, suppf,
2015-10-26,138.54, -245.12, 21.72, 1.37, 0.95, 4.05, suppf,
2015-10-27,140.13, -246.66, 20.92, 1.66, 1.14, 4.95, suppf,
2015-10-28,138.15, -247.05, 26.43, 1.66, 1.14, 4.88, suppf,
2015-10-29,139.59, -246.84, 27.07, 1.68, 1.15, 4.97, suppf,
2015-10-30,138.76, -245.71, 30.57, 1.53, 1.05, 4.54, suppf,
2015-10-31,137.70, -246.67, 29.03, 1.49, 1.02, 4.42, suppf,
2015-11-01,138.37, -245.59, 28.38, 1.52, 1.03, 4.48, suppf,
2015-11-02,137.15, -244.85, 24.89, 1.47, 1.02, 4.33, suppf,
2015-11-03,138.96, -246.86, 25.15, 1.77, 1.17, 4.99, suppf,
2015-11-04,137.13, -245.08, 22.78, 1.68, 1.14, 4.83, suppf,
2015-11-05,139.10, -247.81, 28.27, 1.72, 1.16, 5.08, suppf,
2015-11-06,138.07, -248.31, 31.80, 1.86, 1.26, 5.56, suppf,
2015-11-07,140.33, -246.63, 29.03, 1.94, 1.32, 5.79, suppf,
2015-11-08,138.14, -246.94, 23.84, 1.48, 1, 4.39, suppf,
2015-11-09,137.63, -247.35, 26.78, 2.03, 1.37, 5.98, suppf,
2015-11-10,137.63, -246.32, 31.28, 1.68, 1.13, 4.91, suppf,
2015-11-11,138.80, -246.89, 28.81, 1.53, 1.02, 4.47, suppf,
2015-11-12,139.33, -249.05, 32.62, 1.53, 1.03, 4.49, suppf,
2015-11-13,137.76, -247.90, 38.08, 1.46, 0.99, 4.31, suppf,
2015-11-14,138.06, -247.35, 33.10, 1.52, 1.02, 4.43, suppf,
2015-11-15,137.50, -246.80, 28.94, 1.41, 0.96, 4.14, suppf,
2015-11-16,137.09, -246.93, 29.89, 1.39, 0.95, 4.12, suppf,
2015-11-17,136.64, -247.24, 30.88, 1.42, 0.96, 4.17, suppf,
2015-11-18,137.84, -246.20, 32.57, 1.39, 0.95, 4.09, suppf,
2015-11-19,137.96, -246.58, 28.97, 1.38, 0.93, 4.04, suppf,
2015-11-20,137.47, -247.34, 26.30, 1.63, 1.11, 4.84, suppf,
2015-11-21,138.40, -246.83, 27.48, 1.78, 1.18, 5.26, suppf,
2015-11-22,137.77, -246.90, 28.35, 1.56, 1.06, 4.61, suppf,
2015-11-23,138.70, -246.96, 26.85, 1.43, 0.97, 4.21, suppf,
2015-11-24,139.87, -248.00, 25.51, 1.58, 1.06, 4.64, suppf,
2015-11-25,139.99, -249.01, 22.92, 1.65, 1.1, 4.79, suppf,
2015-11-26,138.45, -248.60, 25.14, 1.63, 1.1, 4.8, suppf,
2015-11-27,139.70, -251.31, 25.87, 1.8, 1.2, 5.31, suppf,
2015-11-28,138.73, -250.64, 28.04, 1.83, 1.24, 5.48, suppf,
2015-11-29,138.03, -248.62, 24.67, 1.57, 1.06, 4.63, suppf,
2015-11-30,139.54, -249.14, 26.77, 1.92, 1.27, 5.6, suppf,
2015-12-01,139.10, -249.69, 27.25, 1.6, 1.08, 4.76, suppf,
2015-12-02,140.99, -250.06, 31.07, 1.82, 1.23, 5.43, suppf,
2015-12-03,139.34, -249.82, 27.95, 1.54, 1.04, 4.59, suppf,
2015-12-04,138.75, -249.37, 30.83, 1.56, 1.05, 4.62, suppf,
2015-12-05,138.92, -249.61, 29.05, 1.43, 0.97, 4.22, suppf,
2015-12-06,138.92, -249.32, 28.07, 1.45, 0.99, 4.29, suppf,
2015-12-07,139.23, -249.61, 32.61, 1.5, 1.02, 4.45, suppf,
2015-12-08,140.69, -250.82, 34.56, 2.77, 1.93, 6.4, suppf,
2015-12-09,140.11, -253.47, 37.07, 2.55, 1.79, 6.2, suppf,
2015-12-10,141.49, -251.17, 40.74, 3.1, 2.14, 8.03, suppf,
2015-12-11,140.08, -250.44, 32.83, 2.82, 1.96, 7.24, suppf,
2015-12-12,138.56, -250.39, 30.96, 2.66, 1.86, 6.86, suppf,
2015-12-13,140.41, -249.89, 28.77, 1.31, 0.9, 3.85, suppf,
2015-12-14,139.98, -250.37, 26.16, 1.31, 0.92, 3.87, suppf,
2015-12-15,140.58, -248.47, 19.20, 1.44, 1.01, 4.24, suppf,
2015-12-16,141.53, -250.30, 21.43, 1.69, 1.15, 5.01, suppf,
2015-12-17,142.25, -253.45, 26.95, 1.68, 1.14, 5.07, suppf,
2015-12-18,140.32, -251.00, 28.95, 1.67, 1.14, 4.97, suppf,
2015-12-19,139.15, -251.73, 30.04, 1.67, 1.15, 4.96, suppf,
2015-12-20,139.98, -252.59, 30.27, 2.04, 1.43, 5.87, suppf,
2015-12-21,138.55, -250.71, 27.80, 1.77, 1.23, 5.26, suppf,
2015-12-22,139.37, -250.32, 28.45, 1.53, 1.1, 4.56, suppf,
2015-12-23,139.12, -250.94, 30.07, 1.24, 0.88, 3.59, suppf,
2015-12-24,140.63, -249.87, 21.86, 1.28, 0.89, 3.76, suppf,
2015-12-25,139.93, -250.61, 21.72, 1.44, 1.03, 4.31, suppf,
2015-12-26,140.85, -250.64, 23.14, 1.64, 1.14, 4.88, suppf,
2015-12-27,139.41, -250.47, 28.08, 1.73, 1.21, 5.18, suppf,
2015-12-28,139.50, -251.34, 23.63, 1.21, 0.89, 3.59, suppf,
2015-12-29,138.84, -250.14, 20.20, 1.32, 0.97, 3.93, suppf,
2015-12-30,139.75, -253.01, 20.70, 1.36, 0.99, 4.03, suppf,
2015-12-31,137.42, -253.33, 24.78, 1.37, 1.01, 4.08, suppf,
2016-01-01,139.47, -252.55, 26.13, 1.4, 1.01, 4.12, suppf,
2016-01-02,138.45, -252.86, 25.15, 1.72, 1.22, 5.17, suppf,
2016-01-03,140.50, -252.33, 21.65, 1.66, 1.17, 4.98, suppf,
2016-01-04,139.98, -252.22, 19.31, 1.64, 1.15, 4.89, suppf,
2016-01-05,141.16, -250.99, 25.34, 1.52, 1.07, 4.48, suppf,
2016-01-06,138.22, -249.35, 21.16, 1.59, 1.08, 4.67, suppf,
2016-01-07,141.52, -251.46, 20.43, 1.56, 1.07, 4.56, suppf,
2016-01-08,139.88, -250.68, 18.86, 1.54, 1.06, 4.54, suppf,
2016-01-09,141.03, -252.01, 18.42, 1.65, 1.13, 4.9, suppf,
2016-01-10,139.04, -252.41, 18.61, 1.22, 0.9, 3.66, suppf,
2016-01-11,140.44, -254.89, 15.42, 1.52, 1.07, 4.54, suppf,
2016-01-12,138.70, -251.53, 18.44, 1.41, 1.01, 4.21, suppf,
2016-01-13,137.57, -251.54, 18.05, 1.49, 1.06, 4.44, suppf,
2016-01-14,138.70, -250.68, 11.14, 1.45, 1.06, 4.35, suppf,
2016-01-15,137.86, -250.67, 10.40, 1.59, 1.12, 4.68, suppf,
2016-01-16,137.94, -250.85, 17.00, 1.21, 0.9, 3.62, suppf,
2016-01-17,139.07, -251.26, 20.08, 1.21, 0.9, 3.62, suppf,
2016-01-18,137.61, -251.33, 24.90, 1.2, 0.88, 3.58, suppf,
2016-01-19,138.17, -251.31, 23.43, 1.22, 0.91, 3.66, suppf,
2016-01-20,140.60, -253.08, 20.49, 1.99, 1.44, 5.82, suppf,
2016-01-21,138.02, -252.25, 22.77, 1.19, 0.92, 3.61, suppf,
2016-01-22,138.96, -253.40, 22.87, 1.51, 1.08, 4.51, suppf,
2016-01-23,137.84, -252.17, 24.48, 1.45, 1.04, 4.32, suppf,
2016-01-24,138.54, -251.19, 22.30, 1.47, 1.11, 4.45, suppf,
2016-01-25,137.08, -252.22, 26.70, 1.57, 1.17, 4.8, suppf,
2016-01-26,137.54, -251.62, 25.31, 1.49, 1.14, 4.6, suppf,
2016-01-27,136.85, -252.35, 27.74, 1.62, 1.2, 4.94, suppf,
2016-01-28,136.37, -252.06, 30.66, 1.58, 1.16, 4.84, suppf,
2016-01-29,136.50, -250.65, 23.09, 1.48, 1.14, 4.66, suppf,
2016-01-30,136.76, -250.22, 22.63, 1.58, 1.18, 4.84, suppf,
2016-01-31,137.25, -249.56, 21.23, 1.17, 0.92, 3.57, suppf,
2016-02-01,138.95, -250.66, 18.44, 1.4, 1.1, 4.32, suppf,
2016-02-02,140.43, -252.58, 15.86, 1.49, 1.14, 4.57, suppf,
2016-02-03,138.87, -251.63, 20.98, 1.57, 1.18, 4.81, suppf,
2016-02-04,139.04, -253.05, 23.18, 1.61, 1.2, 4.95, suppf,
2016-02-05,138.42, -251.81, 22.68, 1.71, 1.27, 5.24, suppf,
2016-02-06,137.80, -250.69, 18.70, 1.51, 1.16, 4.63, suppf,
2016-02-07,139.11, -251.77, 15.14, 1.52, 1.18, 4.7, suppf,
2016-02-08,138.08, -251.82, 16.73, 1.69, 1.27, 5.19, suppf,
2016-02-09,136.27, -250.43, 14.47, 1.51, 1.16, 4.68, suppf,
2016-02-10,138.16, -252.14, 16.65, 1.75, 1.31, 5.39, suppf,
2016-02-11,136.22, -252.09, 17.54, 1.7, 1.27, 5.23, suppf,
2016-02-12,138.11, -254.03, 14.75, 1.63, 1.22, 4.99, suppf,
2016-02-13,137.71, -252.11, 18.59, 1.55, 1.18, 4.79, suppf,
2016-02-14,136.95, -252.23, 19.73, 1.47, 1.14, 4.57, suppf,
2016-02-15,136.80, -250.77, 15.93, 1.49, 1.18, 4.61, suppf,
2016-02-16,136.24, -250.99, 16.50, 1.56, 1.24, 4.83, suppf,
2016-02-17,137.54, -252.08, 21.02, 1.55, 1.27, 4.74, suppf,
2016-02-18,137.80, -252.58, 27.55, 1.53, 1.17, 4.72, suppf,
2016-02-19,138.34, -252.12, 23.29, 1.14, 0.91, 3.54, suppf,
2016-02-20,137.04, -252.23, 20.36, 1.2, 0.95, 3.69, suppf,
2016-02-21,138.18, -253.67, 16.24, 1.59, 1.2, 4.9, suppf,
2016-02-22,138.05, -252.52, 11.42, 1.77, 1.34, 5.48, suppf,
2016-02-23,138.27, -253.35, 9.24, 1.72, 1.29, 5.33, suppf,
2016-02-24,137.27, -253.99, 13.24, 1.64, 1.31, 5.1, suppf,
2016-02-25,136.02, -252.27, 13.57, 1.78, 1.4, 5.5, suppf,
2016-02-26,135.30, -253.77, 13.06, 1.78, 1.4, 5.44, suppf,
2016-02-27,135.20, -252.75, 19.55, 1.68, 1.25, 5.21, suppf,
2016-02-28,134.62, -252.72, 19.53, 1.67, 1.23, 5.1, suppf,
2016-02-29,134.41, -251.67, 13.95, 1.77, 1.3, 5.39, suppf,
2016-03-01,135.40, -254.32, 15.36, 1.7, 1.25, 5.15, suppf,
2016-03-02,133.42, -251.36, 12.27, 1.53, 1.18, 4.75, suppf,
2016-03-03,132.72, -251.49, 12.33, 1.41, 1.1, 4.36, suppf,
2016-03-04,132.95, -251.17, 16.61, 1.55, 1.2, 4.79, suppf,
2016-03-05,133.08, -254.07, 21.15, 1.59, 1.28, 4.92, suppf,
2016-03-06,130.96, -253.22, 20.70, 1.49, 1.22, 4.65, suppf,
2016-03-07,132.30, -253.99, 19.58, 1.6, 1.35, 4.97, suppf,
2016-03-08,131.39, -252.91, 17.46, 1.57, 1.22, 4.83, suppf,
2016-03-09,131.10, -252.59, 18.78, 1.53, 1.17, 4.73, suppf,
2016-03-10,130.65, -251.52, 23.03, 1.51, 1.15, 4.67, suppf,
2016-03-11,130.58, -251.43, 24.25, 1.83, 1.36, 5.66, suppf,
2016-03-12,129.34, -251.08, 21.85, 1.65, 1.25, 5.1, suppf,
2016-03-13,130.31, -251.47, 17.75, 1.46, 1.13, 4.54, suppf,
2016-03-14,129.19, -250.64, 19.28, 1.44, 1.11, 4.49, suppf,
2016-03-15,130.20, -250.80, 14.55, 1.41, 1.11, 4.43, suppf,
2016-03-16,131.90, -251.17, 10.01, 1.6, 1.24, 5.02, suppf,
2016-03-17,131.14, -251.55, 5.21, 1.62, 1.25, 5.1, suppf,
2016-03-18,132.57, -251.32, 6.09, 1.6, 1.23, 4.98, suppf,
2016-03-19,130.29, -252.66, 12.09, 1.69, 1.3, 5.26, suppf,
2016-03-20,130.96, -252.67, 14.20, 1.63, 1.24, 5.1, suppf,
2016-03-21,130.14, -251.94, 12.29, 1.45, 1.13, 4.5, suppf,
2016-03-22,131.31, -253.04, 16.49, 1.5, 1.16, 4.66, suppf,
2016-03-23,130.04, -250.65, 15.96, 1.6, 1.32, 4.97, suppf,
2016-03-24,129.19, -250.67, 11.07, 1.41, 1.09, 4.36, suppf,
2016-03-25,130.80, -251.47, 14.87, 1.43, 1.09, 4.41, suppf,
2016-03-26,130.60, -251.76, 17.30, 1.46, 1.12, 4.5, suppf,
2016-03-27,129.93, -251.80, 16.26, 1.54, 1.17, 4.74, suppf,
2016-03-28,130.00, -251.44, 12.55, 1.46, 1.13, 4.51, suppf,
2016-03-29,129.73, -251.51, 9.58, 1.53, 1.18, 4.66, suppf,
2016-03-30,131.76, -252.33, 7.78, 1.61, 1.22, 4.94, suppf,
2016-03-31,130.52, -251.26, 10.30, 1.47, 1.11, 4.51, suppf,
2016-04-01,130.29, -251.69, 9.06, 1.86, 1.35, 5.63, suppf,
2016-04-02,130.05, -250.84, 13.25, 1.53, 1.19, 4.72, suppf,
2016-04-03,130.06, -250.65, 9.03, 1.46, 1.1, 4.47, suppf,
2016-04-04,129.39, -251.47, 11.51, 1.53, 1.15, 4.68, suppf,
2016-04-05,130.37, -252.42, 15.86, 1.53, 1.15, 4.68, suppf,
2016-04-06,130.53, -252.30, 12.24, 1.52, 1.14, 4.67, suppf,
2016-04-07,129.76, -252.62, 10.84, 1.54, 1.15, 4.72, suppf,
2016-04-08,128.95, -251.18, 11.70, 1.51, 1.14, 4.63, suppf,
2016-04-09,129.13, -253.00, 11.04, 1.48, 1.12, 4.56, suppf,
2016-04-10,130.31, -253.55, 10.96, 1.41, 1.08, 4.34, suppf,
2016-04-11,130.78, -253.27, 11.58, 1.62, 1.21, 5, suppf,
2016-04-12,128.89, -251.92, 10.87, 1.62, 1.21, 5.01, suppf,
2016-04-13,128.78, -251.63, 11.24, 1.48, 1.08, 4.52, suppf,
2016-04-14,129.73, -252.84, 13.00, 1.54, 1.12, 4.76, suppf,
2016-04-15,130.67, -253.49, 11.93, 1.55, 1.15, 4.76, suppf,
2016-04-16,129.40, -252.57, 8.99, 1.55, 1.14, 4.77, suppf,
2016-04-17,128.56, -251.82, 5.74, 1.5, 1.13, 4.62, suppf,
2016-04-18,126.91, -251.03, 7.27, 1.45, 1.08, 4.47, suppf,
2016-04-19,126.93, -251.68, 9.58, 1.52, 1.15, 4.77, suppf,
2016-04-20,126.70, -251.88, 5.30, 1.53, 1.12, 4.71, suppf,
2016-04-21,122.86, -249.95, 5.37, 1.47, 1.07, 4.51, suppf,
2016-04-22,123.42, -251.81, 9.39, 1.55, 1.14, 4.76, suppf,
2016-04-23,121.64, -251.95, 8.19, 1.67, 1.2, 5.08, suppf,
2016-04-24,121.87, -250.64, 3.70, 1.73, 1.25, 5.34, suppf,
2016-04-25,119.41, -251.25, 15.88, 1.59, 1.17, 4.89, suppf,
2016-04-26,118.25, -252.88, 6.92, 1.47, 1.09, 4.52, suppf,
2016-04-27,116.16, -251.02, 5.51, 1.71, 1.25, 5.24, suppf,
2016-04-28,113.48, -250.56, 5.88, 1.49, 1.12, 4.59, suppf,
2016-04-29,112.11, -250.33, 5.30, 1.55, 1.15, 4.77, suppf,
2016-04-30,109.12, -251.25, 4.20, 1.54, 1.16, 4.75, suppf,
2016-05-01,107.70, -249.87, 6.28, 1.52, 1.14, 4.66, suppf,
2016-05-02,105.64, -248.48, 3.45, 1.52, 1.14, 4.67, suppf,
2016-05-03,106.27, -249.80, 4.02, 1.52, 1.13, 4.66, suppf,
2016-05-04,104.63, -249.33, 4.67, 1.53, 1.14, 4.69, suppf,
2016-05-05,101.38, -248.76, 0.53, 1.54, 1.14, 4.79, suppf,
2016-05-06,98.26, -249.96, 7.22, 1.77, 1.3, 5.45, suppf,
2016-05-07,96.55, -246.59, 1.09, 1.43, 1.06, 4.39, suppf,
2016-05-08,96.15, -245.70, 6.07, 1.84, 1.44, 5.71, suppf,
2016-05-09,94.85, -246.24, -1.19, 1.45, 1.08, 4.48, suppf,
2016-05-10,94.40, -245.01, 2.07, 1.55, 1.15, 4.8, suppf,
2016-05-11,94.10, -244.22, -3.40, 1.47, 1.07, 4.51, suppf,
2016-05-12,94.48, -246.06, -0.01, 1.38, 1.01, 4.24, suppf,
2016-05-13,93.58, -246.17, -0.66, 1.56, 1.14, 4.79, suppf,
2016-05-14,92.79, -246.00, -4.75, 1.41, 1.05, 4.35, suppf,
2016-05-15,92.14, -246.95, -1.11, 1.5, 1.18, 4.65, suppf,
2016-05-16,92.11, -246.22, -0.51, 1.51, 1.15, 4.7, suppf,
2016-05-17,93.50, -248.38, 0.16, 1.76, 1.27, 5.44, suppf,
2016-05-18,92.22, -247.02, -0.29, 1.44, 1.07, 4.48, suppf,
2016-05-19,91.22, -245.46, 1.33, 1.41, 1.02, 4.28, suppf,
2016-05-20,92.48, -246.54, 2.32, 1.49, 1.09, 4.59, suppf,
2016-05-21,92.72, -246.21, 3.49, 1.8, 1.3, 5.64, suppf,
2016-05-22,91.22, -244.91, 0.06, 1.37, 1.01, 4.23, suppf,
2016-05-23,91.85, -246.38, 6.08, 1.55, 1.12, 4.83, suppf,
2016-05-24,91.28, -246.41, 1.47, 1.44, 1.07, 4.42, suppf,
2016-05-25,91.33, -247.69, -0.43, 1.11, 0.87, 3.42, suppf,
2016-05-26,91.26, -247.02, 1.00, 1.33, 1.03, 4.15, suppf,
2016-05-27,91.27, -246.83, 1.67, 1.11, 0.87, 3.4, suppf,
2016-05-28,90.59, -246.33, 0.49, 1.13, 0.9, 3.52, suppf,
2016-05-29,89.73, -246.40, 1.34, 1.52, 1.17, 4.77, suppf,
2016-05-30,90.86, -247.29, -3.70, 1.02, 0.84, 3.17, suppf,
2016-05-31,91.35, -247.25, -2.79, 1.08, 0.86, 3.34, suppf,
2016-06-01,89.34, -246.33, 3.34, 1.06, 0.87, 3.28, suppf,
2016-06-02,90.78, -247.74, 5.29, 1.04, 0.83, 3.22, suppf,
2016-06-03,90.57, -247.17, 4.52, 1.29, 1, 4.02, suppf,
2016-06-04,90.53, -247.14, -4.99, 1.34, 1.02, 4.15, suppf,
2016-06-05,90.87, -246.78, 1.05, 1.48, 1.1, 4.53, suppf,
2016-06-06,88.74, -246.52, 4.92, 1.38, 1.04, 4.26, suppf,
2016-06-07,90.50, -247.27, 2.81, 1.44, 1.05, 4.41, suppf,
2016-06-08,89.89, -245.79, 3.39, 1.32, 0.99, 4.08, suppf,
2016-06-09,89.06, -245.17, 5.54, 1.3, 0.98, 4.03, suppf,
2016-06-10,88.48, -246.01, 5.25, 1.36, 1.01, 4.17, suppf,
2016-06-11,88.27, -246.80, 5.18, 1.41, 1.05, 4.36, suppf,
2016-06-12,88.83, -246.50, 4.19, 1.29, 0.96, 3.99, suppf,
2016-06-13,88.84, -246.69, 1.47, 1.26, 0.94, 3.88, suppf,
2016-06-14,88.92, -246.83, 4.36, 1.2, 0.91, 3.74, suppf,
2016-06-15,89.18, -246.96, 2.04, 1.29, 0.95, 3.97, suppf,
2016-06-16,89.90, -247.22, 7.23, 1.24, 0.92, 3.84, suppf,
2016-06-17,88.43, -245.89, 5.35, 1.24, 0.92, 3.83, suppf,
2016-06-18,88.63, -246.94, 6.36, 1.46, 1.1, 4.54, suppf,
2016-06-19,90.16, -247.23, 6.21, 1.53, 1.13, 4.81, suppf,
2016-06-20,89.72, -247.46, 3.51, 1.42, 1.04, 4.39, suppf,
2016-06-21,89.18, -246.19, 4.24, 1.27, 0.95, 3.94, suppf,
2016-06-22,88.47, -246.60, 4.71, 1.27, 0.94, 3.92, suppf,
2016-06-23,86.49, -244.99, 4.76, 1.73, 1.26, 5.42, suppf,
2016-06-24,91.58, -249.00, -0.71, 2.1, 1.48, 6.61, suppf,
2016-06-25,90.42, -249.02, 4.48, 1.59, 1.16, 4.92, suppf,
2016-06-26,90.52, -248.78, 4.36, 1.39, 1.02, 4.29, suppf,
2016-06-27,88.75, -247.60, 3.58, 1.47, 1.1, 4.6, suppf,
2016-06-28,91.25, -248.14, 0.56, 1.43, 1.05, 4.46, suppf,
2016-06-29,89.11, -248.31, 1.88, 1.41, 1.05, 4.38, suppf,
2016-06-30,88.05, -247.53, 2.61, 1.33, 0.99, 4.14, suppf,
2016-07-01,87.71, -247.15, 6.50, 1.37, 1.02, 4.24, suppf,
2016-07-02,87.63, -246.99, 8.85, 1.31, 0.97, 3.99, suppf,
2016-07-03,88.13, -247.25, 6.21, 1.37, 1.02, 4.29, suppf,
2016-07-04,88.77, -248.20, 5.74, 1.43, 1.06, 4.51, suppf,
2016-07-05,88.40, -247.41, 6.42, 1.31, 0.97, 4.06, suppf,
2016-07-06,88.37, -248.46, 6.96, 1.27, 0.95, 3.94, suppf,
2016-07-07,87.52, -248.32, 6.21, 1.28, 0.97, 4.05, suppf,
2016-07-08,86.91, -245.95, 5.65, 1.45, 1.12, 4.74, suppf,
2016-07-09,87.64, -247.74, 7.89, 1.37, 1.02, 4.29, suppf,
2016-07-10,88.14, -248.39, 1.10, 1.44, 1.06, 4.47, suppf,
2016-07-11,88.14, -247.77, 5.45, 1.48, 1.08, 4.62, suppf,
2016-07-12,86.97, -246.54, 1.94, 1.37, 1.02, 4.3, suppf,
2016-07-13,88.70, -247.52, 7.35, 1.2, 0.9, 3.75, suppf,
2016-07-14,88.54, -247.72, 6.96, 1.29, 0.97, 4, suppf,
2016-07-15,89.57, -249.28, 7.86, 1.41, 1.03, 4.36, suppf,
2016-07-16,87.37, -248.18, 3.51, 1.37, 1.02, 4.26, suppf,
2016-07-17,87.59, -248.61, 6.25, 1.56, 1.14, 4.92, suppf,
2016-07-18,87.44, -249.22, 6.13, 1.46, 1.08, 4.6, suppf,
2016-07-19,87.84, -249.28, 10.97, 1.71, 1.25, 5.38, suppf,
2016-07-20,88.71, -249.15, 8.93, 1.45, 1.08, 4.57, suppf,
2016-07-21,88.15, -248.71, 9.34, 1.52, 1.1, 4.81, suppf,
2016-07-22,90.01, -250.65, 1.44, 1.64, 1.2, 5.17, suppf,
2016-07-23,88.65, -249.39, 7.00, 1.9, 1.37, 5.99, suppf,
2016-07-24,87.61, -249.49, 13.52, 1.33, 1.01, 4.17, suppf,
2016-07-25,87.03, -249.66, 8.02, 1.38, 1.11, 4.52, suppf,
2016-07-26,87.77, -251.11, 8.56, 1.55, 1.17, 4.76, suppf,
2016-07-27,87.16, -251.48, 6.70, 1.48, 1.13, 4.63, suppf,
2016-07-28,87.21, -251.07, 10.26, 1.68, 1.25, 5.3, suppf,
2016-07-29,86.26, -250.81, 8.26, 1.36, 1.06, 4.4, suppf,
2016-07-30,85.39, -250.01, 12.18, 1.24, 0.96, 3.93, suppf,
2016-07-31,85.36, -249.36, 12.01, 1.17, 0.9, 3.68, suppf,
2016-08-01,85.36, -248.51, 8.95, 1.31, 1.02, 4.14, suppf,
2016-08-02,86.26, -250.37, 7.24, 1.47, 1.12, 4.64, suppf,
2016-08-03,86.14, -249.09, 8.69, 1.72, 1.3, 5.39, suppf,
2016-08-04,85.41, -249.96, 5.47, 1.42, 1.03, 4.44, suppf,
2016-08-05,84.84, -250.16, 8.50, 1.34, 1.01, 4.19, suppf,
2016-08-06,86.36, -250.42, 7.80, 1.63, 1.22, 5.06, suppf,
2016-08-07,86.07, -250.64, 12.27, 1.68, 1.25, 5.26, suppf,
2016-08-08,86.15, -252.11, 12.53, 1.86, 1.34, 5.8, suppf,
2016-08-09,84.72, -250.66, 13.53, 1.38, 1.05, 4.31, suppf,
2016-08-10,86.62, -250.57, 7.43, 1.4, 1.06, 4.39, suppf,
2016-08-11,86.85, -251.36, 10.04, 1.44, 1.08, 4.44, suppf,
2016-08-12,87.19, -252.65, 9.51, 1.46, 1.09, 4.47, suppf,
2016-08-13,85.88, -253.19, 17.31, 1.52, 1.14, 4.78, suppf,
2016-08-14,86.61, -253.50, 16.46, 1.55, 1.16, 4.88, suppf,
2016-08-15,86.34, -252.01, 15.30, 1.45, 1.09, 4.54, suppf,
2016-08-16,84.69, -252.86, 13.55, 1.58, 1.21, 5.09, suppf,
2016-08-17,86.30, -252.48, 6.85, 1.61, 1.19, 5.04, suppf,
2016-08-18,85.15, -250.69, 4.83, 1.36, 1.03, 4.28, suppf,
2016-08-19,85.20, -251.06, 6.91, 1.42, 1.03, 4.35, suppf,
2016-08-20,84.29, -251.41, 11.20, 1.28, 0.97, 3.98, suppf,
2016-08-21,84.99, -251.09, 13.73, 1.38, 1.03, 4.33, suppf,
2016-08-22,85.39, -254.40, 17.00, 1.74, 1.28, 5.47, suppf,
2016-08-23,85.08, -252.69, 10.75, 1.44, 1.06, 4.48, suppf,
2016-08-24,86.69, -253.75, 3.51, 1.68, 1.24, 5.28, suppf,
2016-08-25,85.69, -252.74, 5.35, 1.33, 0.99, 4.17, suppf,
2016-08-26,85.15, -251.11, 9.84, 1.65, 1.2, 5.12, suppf,
2016-08-27,85.58, -252.65, 11.28, 1.23, 0.92, 3.84, suppf,
2016-08-28,86.06, -252.64, 12.85, 1.23, 0.92, 3.87, suppf,
